time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,4.9970614530997794,3.015602588152374,10.99581680803783,4.000080062514183,3.000159672213144,0.0,-0.09793795310471201,0.5200827921896535,-0.13948327943350344,0.0038779968019267675,0.007513494169854561,0.0,437.59315809981916,438.2180010810588,439.25346536137954,439.5748600953115
0.12000000000000001,4.987681725674229,3.06546534775191,10.985884881556647,3.999927388215797,3.0019653496207983,0.0,-0.21453083153648272,1.1419627355061175,-0.19177537651851376,-0.020236314649454787,0.055812863439229504,0.0,477.3910623458727,481.0619780939174,481.0923706267059,479.2633738410127
0.18,4.9721541386659815,3.1483738504079657,10.969105191325758,3.9989936402713226,3.00534373821295,0.0,-0.30271071582510983,1.621600846371501,-0.367708672505334,-0.0075553265600712,0.057275469063034434,0.0,422.0476852132792,422.176230029099,420.41481516304907,421.5120466359996
0.23999999999999996,4.951248687394281,3.2609304121465112,10.942484672068462,3.9980187523219897,3.0089702226331543,0.0,-0.3937434568391064,2.130241799473295,-0.5199547755072743,-0.04585554036742163,0.06611890546359532,0.0,433.63306190271976,434.37789246696514,435.9701173166424,432.7584281674538
0.3,4.92427140179994,3.4079374017940065,10.910100155417002,3.9947561813800228,3.0130452990049044,0.0,-0.5049140204686026,2.7695934493754324,-0.5598628610467365,-0.08275100211033226,0.07129130286915834,0.0,487.7506580106199,488.1397686358822,487.82715352191303,485.06243377238314
0.36000000000000004,4.890624987835495,3.593918571484036,10.875877240567688,3.990196107238974,3.017202263342444,0.0,-0.6159790765930162,3.42911754572075,-0.5812548771292321,-0.06510382467322709,0.06493067034132548,0.0,497.02917463490905,496.5659062923336,494.8729007394384,496.1660529310026
0.4200000000000001,4.851352349746605,3.813866573131773,10.835450431151948,3.9871015627935478,3.0214759765558323,0.0,-0.6926651081078593,3.902315978472923,-0.7667342468606697,-0.03307619437906104,0.0815238576633709,0.0,420.3903582002706,421.8297798943881,421.41984815051785,424.17692703521664
0.48000000000000015,4.807298680882909,4.0639078662828725,10.785323789462286,3.984944587106799,3.026565832733544,0.0,-0.7751846680712223,4.432198808773419,-0.9048587600356005,-0.04242295472575651,0.0907341031647261,0.0,446.85015705589353,447.6061420266529,446.62890621774255,445.8653621641612
0.5400000000000001,4.758603431462735,4.344515598986312,10.725705356107097,3.9823678185056615,3.032769216555703,0.0,-0.8473525688763109,4.9213062259053055,-1.0831175025949158,-0.04401328279436191,0.12103390978335353,0.0,428.6363405337986,431.2128479308797,429.7843138607068,429.6484144728917
0.6000000000000002,4.7050562450034805,4.659028377421076,10.659341593063589,3.979610325266643,3.04024309922165,0.0,-0.9364940448659936,5.56194622650763,-1.1300864819381886,-0.0501618497170588,0.13082141643662273,0.0,491.8576801539681,492.59438813884435,491.8885229004015,491.4319517271349
0.6600000000000003,4.646497584830522,5.011002049104876,10.589146320699394,3.977018929556708,3.0476611886819516,0.0,-1.0144221881356614,6.170075930318607,-1.2109206305276048,-0.0319988280626239,0.10268127610723515,0.0,482.4195609933487,480.30215062940437,479.3341901153311,480.71157310001195
0.7200000000000003,4.583675919888233,5.397651126881583,10.5122828330027,3.974925620509161,3.0534445971099533,0.0,-1.0788916580428543,6.718040083300322,-1.352428738847788,-0.041403466537943204,0.0792408992119668,0.0,458.4616186653515,456.60268387248755,457.91339001632076,457.16409665689304
0.7800000000000004,4.517316119375082,5.815526331585317,10.42520583935682,3.9719904278211384,3.0581768842461834,0.0,-1.132575819995779,7.211170642046133,-1.5512764258574088,-0.07148719971394718,0.0781225958368079,0.0,434.54889572554697,434.46026264557423,436.2409050380427,433.71951508234054
0.8400000000000004,4.447358269335975,6.267305068450206,10.329913614579924,3.9676148725504685,3.0633378964040148,0.0,-1.198609493011842,7.847538745150417,-1.6266442832960692,-0.07596910901399388,0.09837762878805752,0.0,492.2374406691253,493.7393585380598,493.9245782021675,493.59035224098324
0.9000000000000005,4.373638879464064,6.756772918840695,10.22943582065559,3.9631250900250876,3.0699152832710332,0.0,-1.2578298577367713,8.467588014555945,-1.7242000046468589,-0.07264429336133263,0.12582180173786808,0.0,488.50938716195196,490.56078886468305,487.3104245290696,487.5550696750522
0.9600000000000005,4.296746946043527,7.28136071886458,10.120915398275962,3.958792545163682,3.0770172597381276,0.0,-1.3043763870869036,9.018634948371785,-1.8946329602136378,-0.07135302558493571,0.09612433557119221,0.0,463.3723751548896,461.043099507165,461.23893621049865,461.3371013274731
1.0200000000000005,4.217056618823292,7.840914613452669,10.003648564581415,3.954733194506206,3.0834592259618834,0.0,-1.3511447794717704,9.63288899814801,-2.016122418175816,-0.06113501019998367,0.123561115132111,0.0,487.1158366405562,489.17218749400934,486.2659786712957,487.0278908930347
1.0800000000000005,4.134827701368481,8.43613424311042,9.877619920630009,3.950963047402583,3.090913992571844,0.0,-1.388941064451025,10.207830447932794,-2.186693429405361,-0.06647314379351127,0.1255807466264925,0.0,471.40040486730175,471.5695080052124,472.92487512900146,472.51085079946154
1.1400000000000006,4.050635884804746,9.064003436264624,9.739189773975719,3.9476980766706866,3.0985556868774005,0.0,-1.4166952725206603,10.721695967514137,-2.429352505335915,-0.03736903377615355,0.13070117105560566,0.0,446.13724718529227,446.56991565339143,444.22263554703574,446.6010575132357
