trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.01}",35,12,-65.20489036032914,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 1}",1
2,False,"{'a': 0.9, 'e': 0.0001}",35,4,-38.56158095365257,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 1}",1
3,False,"{'a': 0.9, 'e': 1.0000000000000002e-06}",25,0,-57.85109580255055,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
4,False,"{'a': 0.9, 'e': 1e-08}",25,16,-25.594768485896587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,False,"{'a': 0.9, 'e': 1.0000000000000002e-10}",25,10,24.124174823543264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.9, 'e': 1.0000000000000002e-12}",25,0,35.415060244978505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.9, 'e': 1.0000000000000002e-14}",25,20,10.818677009422409,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.9, 'e': 1.0000000000000002e-16}",20,0,-0.7071750030237882,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
9,False,"{'a': 0.9, 'e': 1.0000000000000003e-18}",20,9,19.441553334512022,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.9, 'e': 1.0000000000000002e-20}",20,0,1.917937421339218,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.9, 'e': 1.0000000000000003e-22}",20,0,9.011856511170672,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
12,False,"{'a': 0.9, 'e': 1.0000000000000003e-24}",30,13,34.12330061603017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.9, 'e': 1.0000000000000003e-26}",25,8,30.33138325333525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
