trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.01}",25,0,-185.44740867163787,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
2,False,"{'a': 0.9, 'e': 0.0001}",25,0,-2.634326878688915,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
3,False,"{'a': 0.9, 'e': 1.0000000000000002e-06}",20,0,9.980681508690571,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4,False,"{'a': 0.9, 'e': 1e-08}",25,0,-32.13987547215639,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
5,False,"{'a': 0.9, 'e': 1.0000000000000002e-10}",20,0,22.595063064461343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,False,"{'a': 0.9, 'e': 1.0000000000000002e-12}",30,14,-35.66222856222496,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
7,False,"{'a': 0.9, 'e': 1.0000000000000002e-14}",30,11,32.85309817716377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.9, 'e': 1.0000000000000002e-16}",25,14,17.273994199164292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.9, 'e': 1.0000000000000003e-18}",25,20,9.889885328344636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.9, 'e': 1.0000000000000002e-20}",30,20,17.619953460038314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.9, 'e': 1.0000000000000003e-22}",20,3,30.977685785613055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.9, 'e': 1.0000000000000003e-24}",20,10,18.166248707497566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.9, 'e': 1.0000000000000003e-26}",25,4,37.845363118648265,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.9, 'e': 1.0000000000000003e-28}",30,22,14.106951276582087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.9, 'e': 1.0000000000000003e-30}",20,0,8.989881683491262,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
16,False,"{'a': 0.9, 'e': 1.0000000000000003e-32}",25,15,11.195404831038054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.9, 'e': 1.0000000000000004e-34}",20,14,11.119395354191171,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 1.0000000000000004e-36}",20,9,23.658073956997562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 1.0000000000000004e-38}",20,7,21.148041499634434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 1.0000000000000003e-40}",25,11,3.4571608447329267,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,20.29781596846357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,18,19.77651238120384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,6,8.61161890562666,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,18,21.220198949650907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,13.06094986093513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,29.24500946929926,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",30,0,22.047108460178496,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,14,22.83836925258267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,13.572098409511831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,9,41.593926625948846,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,0,41.78020400557068,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",25,3,39.47749870706231,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,11,29.853399442125326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,8,21.044180750447104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,0,30.078923200791458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",25,2,38.42283291145322,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",35,20,24.58134935475171,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,0,27.51018978339563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",20,14,10.574558591578798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,0,34.06271034970543,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
