trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.01}",20,0,-106.15439721173978,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
2,False,"{'a': 0.9, 'e': 0.0001}",25,0,-42.04588841952663,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
3,False,"{'a': 0.9, 'e': 1.0000000000000002e-06}",25,0,-31.20361591255764,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.9, 'e': 1e-08}",20,0,15.768383589666673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
5,False,"{'a': 0.9, 'e': 1.0000000000000002e-10}",30,12,2.207393227074557,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
6,False,"{'a': 0.9, 'e': 1.0000000000000002e-12}",25,13,-9.203630394724852,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
7,False,"{'a': 0.9, 'e': 1.0000000000000002e-14}",25,15,22.555020315909157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.9, 'e': 1.0000000000000002e-16}",25,0,19.62687616103729,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.9, 'e': 1.0000000000000003e-18}",30,0,37.2832497011023,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,False,"{'a': 0.9, 'e': 1.0000000000000002e-20}",30,21,17.278510897264173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.9, 'e': 1.0000000000000003e-22}",25,0,21.17821236990797,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
12,False,"{'a': 0.9, 'e': 1.0000000000000003e-24}",30,7,37.67819175065739,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.9, 'e': 1.0000000000000003e-26}",25,10,29.830376123417654,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.9, 'e': 1.0000000000000003e-28}",20,0,9.424157753399426,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
15,False,"{'a': 0.9, 'e': 1.0000000000000003e-30}",20,6,25.18122489068961,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.9, 'e': 1.0000000000000003e-32}",20,0,26.829602054143557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.9, 'e': 1.0000000000000004e-34}",20,0,31.419452659525955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.9, 'e': 1.0000000000000004e-36}",25,11,24.30075139661634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 1.0000000000000004e-38}",20,12,17.36289402555564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 1.0000000000000003e-40}",20,1,33.68141084673847,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,17,15.82808935167662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,3,35.34370409214351,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,20.49639775487811,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,13,41.059475197422366,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,11.84489337641444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,2,30.509583041353835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,15,9.968252443237047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,11.922244192124964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,19.701587231150636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,14,33.3073928369667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,11,26.716097718369745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,8,26.905402522819667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,9,19.615702617487564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,11,29.25213538471135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,3,31.801942683998018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,17,36.83705557107126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,11,26.332631856324205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,2,28.563801385299932,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,10,12.721804219707773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,8,23.000972663874908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
