time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,rewards,best_score,episode
0.06,-0.0184785979051,-9.35413774229e-08,0.0408215712611,6.28296783212,0.904401541594,0.0,-1.03351253122,-1.92072879276e-05,1.12355552181,-0.0120937218958,10.8213678491,0.0,-0.1068136684,900.141667624,900.34135056,899.852084327,-6.35,-1.0801282051281993,0
0.12000000000000001,-0.100910114975,-1.31275456163e-05,0.131377105827,6.28196977413,1.24748478548,0.0,-0.908970666616,-0.000168124398834,1.36118211294,-0.0277559965288,19.2847648886,0.0,-0.0740824555519,900.170358359,900.319674368,899.685915722,-7.7124999999999995,-1.0801282051281993,0
0.18,-0.173075822644,-1.84893278867e-05,0.194372429666,6.28011307337,0.650977079154,0.0,-0.716530884064,-0.000700073747794,0.952415330878,-0.0382301395706,24.3584867287,0.0,0.00900055991364,900.045241303,900.278861038,899.854716985,-8.166666666666666,-1.0801282051281993,0
0.23999999999999996,-0.263916951657,-0.000110097817792,0.25388952905,6.27756269257,3.27911878265,0.0,-2.2866191438,0.000731448593705,0.238995682977,-0.0528344249231,26.8828661571,0.0,0.146140343742,900.04125328,900.547787586,899.956945245,-8.39375,-1.0801282051281993,0
0.3,-0.373192945359,0.000248206262509,0.197916889745,6.27402476165,5.14127894214,0.0,-0.944829467062,0.00911676490368,-1.70127884359,-0.0755010082211,28.0099656685,0.0,-0.267793808904,899.840346852,900.513809144,899.594631064,-9.280000000000001,-1.0801282051281993,0
0.36000000000000004,-0.385294681428,0.000369855509777,0.11916441482,6.26906738723,0.590970541425,0.0,0.0919408449213,-0.00917903337939,-0.639935633983,-0.103286154846,28.4917792004,0.0,-0.662591846369,899.926711269,900.782997839,899.654982887,-9.870833333333335,-1.0801282051281993,0
0.4200000000000001,-0.427440005641,-0.000726602629071,0.100867359429,6.26255760858,2.31177669309,0.0,-1.70509295798,-0.0201809051845,-0.454969125861,-0.121775397651,28.6862493546,0.0,-0.56642401822,899.594443651,900.507452793,899.754611006,-10.292857142857144,-1.0801282051281993,0
0.48000000000000015,-0.559741437078,-0.000766644321909,0.00329332524834,6.25492583487,4.03589762929,0.0,-2.19194791145,0.023871454624,-2.93034321088,-0.141155618899,28.7644617522,0.0,-0.554763354717,899.484719178,900.662018607,899.872043437,-10.609375000000002,-1.0801282051281993,0
0.5400000000000001,-0.634385742385,0.00125397421728,0.0,6.24612266351,5.76298788176,0.0,-0.250294488509,0.0273719869916,-3.70430711394,-0.161126221319,28.8040587398,0.0,-0.343584173168,899.87747461,900.506245781,899.68744619,-11.272222222222224,-1.0801282051281993,0
0.6000000000000002,-0.637073898766,0.000616027729797,0.0,6.23593718,1.208520479,0.0,-0.363479143309,-0.050189018719,-2.36591521794,-0.198827988794,28.8216294543,0.0,-0.0300048759801,899.946808501,900.775034867,899.232993277,-11.802500000000002,-1.0801282051281993,1
0.6600000000000003,-0.719472420223,-0.00247865097743,0.0,6.22359658755,2.93806254095,0.0,-2.26526326101,-0.026009214748,-3.3664166555,-0.225159999657,28.8311772081,0.0,-0.425161931493,900.070631259,900.469603099,899.38384111,-12.236363636363638,-1.0801282051281993,2
0.7200000000000003,-0.848507701396,-0.000382290922624,0.0,6.20976210216,4.66801744319,0.0,-1.53973188167,0.0869206450691,-5.73597728255,-0.244496432131,28.8346152695,0.0,-0.296171250793,900.045318559,900.316133655,899.509867201,-12.597916666666668,-1.0801282051281993,3
0.7800000000000004,-0.882962069824,0.00349210183377,0.0,6.19486302421,0.114882390938,0.0,0.112858681803,0.00637490281801,-5.34167456721,-0.257310379404,28.8334906472,0.0,-0.617231088341,899.911407147,900.218082425,899.666009811,-12.903846153846153,-1.0801282051281993,4
0.8400000000000004,-0.901021756319,-0.000958493957313,0.0,6.17939449723,1.84480468218,0.0,-1.12699522267,-0.127423319478,-4.47975535768,-0.258822320321,28.8297413778,0.0,-0.640537891919,899.737446988,899.965654633,899.868489847,-13.166071428571428,-1.0801282051281993,5
0.9000000000000005,-1.01840629419,-0.0050430270776,0.0,6.16368632235,3.5745712957,0.0,-2.38749609033,0.0296237947015,-6.48546163954,-0.268536187448,28.8289896843,0.0,-0.547339618047,899.778965849,900.248834299,899.824656636,-13.393333333333333,-1.0801282051281993,6
0.9600000000000005,-1.12024276506,0.00182800501862,0.0,6.14725578511,5.30425723914,0.0,-0.726392917188,0.145339499347,-8.03228370329,-0.287310382985,28.8267160717,0.0,-0.418998378094,899.674902724,900.408600643,899.612164311,-13.592187499999998,-1.0801282051281993,7
1.0200000000000005,-1.12833884395,0.00410637445059,0.0,6.12956589887,0.750736434483,0.0,-0.00620250714467,-0.0981729730296,-6.93437260946,-0.317330534677,28.8292433553,0.0,-0.124030636997,899.857875062,900.629020338,899.366321985,-13.767647058823528,-1.0801282051281993,8
1.0800000000000005,-1.18126573703,-0.00607910428895,0.0,6.11006761633,2.48046927073,0.0,-1.88233514952,-0.16191509807,-7.11032803922,-0.348195683149,28.8283266492,0.0,-0.0090528366187,899.75452367,900.59465575,899.290023102,-13.923611111111107,-1.0801282051281993,9
1.1400000000000006,-1.3133988187,-0.00649015000574,0.0,6.08876564362,4.21015897019,0.0,-2.01581600472,0.159977789063,-9.48115142829,-0.374359827712,28.8279112441,0.0,-0.234280789723,899.75246677,900.376409737,899.256522496,-14.063157894736838,-1.0801282051281993,10
1.2000000000000006,-1.37483694988,0.00454132170505,0.0,6.06596088539,5.93982761867,0.0,-0.111553928658,0.106346760207,-9.85762087233,-0.394924632316,28.8276586761,0.0,-0.0748664602596,899.748089938,899.995762495,899.087315836,-14.188749999999995,-1.0801282051281993,11
1.2600000000000007,-1.38054680993,-0.00115975046459,0.0,6.04193039126,1.38624804981,0.0,-0.565238913809,-0.280461445345,-8.77978397843,-0.414978986129,28.8253701244,0.0,-0.154222023122,899.632481086,899.974399055,899.075080212,-14.302380952380949,-1.0801282051281993,12
1.3200000000000007,-1.47368542955,-0.0158723456992,0.0,6.01681074422,3.11582011444,0.0,-2.30363236155,-0.101132925189,-10.0841100356,-0.427348989005,28.8274247345,0.0,0.0738383275293,899.790853334,899.836311922,899.246860545,-14.405681818181813,-1.0801282051281993,13
1.3800000000000008,-1.59470250683,-0.00859688356859,0.0,5.99116690404,4.84548055052,0.0,-1.27102029796,0.2799900531,-12.0776695628,-0.427493850217,28.8280473761,0.0,-0.0624435927227,899.779213366,899.731983343,899.637198061,-14.499999999999995,-1.0801282051281993,14
1.4400000000000008,-1.61933343995,-0.000303072781018,0.0,5.96547987938,0.291696574864,0.0,0.0900064866207,-0.0943039744345,-11.5232285788,-0.429388620133,28.8150184946,0.0,0.195401880396,899.076088946,899.93948976,899.763588136,-14.586458333333328,-1.0801282051281993,15
1.5000000000000009,-1.64664519499,-0.0200001756139,0.0,5.93953717155,2.02056032217,0.0,-1.36468910465,-0.449010853088,-11.1113352819,-0.439122677385,28.8134380653,0.0,0.564905881205,899.275431851,899.921089018,899.425700757,-14.665999999999995,-1.0801282051281993,16
1.560000000000001,-1.76856388627,-0.0342869674462,0.0,5.91314731706,3.74956882216,0.0,-2.27527431661,0.0388424955417,-13.0932890575,-0.441280679763,28.8214274675,0.0,0.822527007646,899.732521634,899.783979953,899.602124767,-14.739423076923071,-1.0801282051281993,17
1.620000000000001,-1.85718205181,-0.0219778145223,0.0,5.88686522687,5.47901326729,0.0,-0.487330879047,0.193319674389,-14.1748293734,-0.432172459574,28.8277737423,0.0,0.429059398963,899.894875434,899.507230945,899.77884835,-14.807407407407402,-1.0801282051281993,18
1.680000000000001,-1.86289563722,-0.0295027006069,0.0,5.86107385061,0.925649751212,0.0,-0.135371638746,-0.473301992551,-13.3136318666,-0.425600633152,28.8339883098,0.0,0.176179725013,900.085945138,899.667705801,899.833632937,-14.870535714285708,-1.0801282051281993,19
1.740000000000001,-1.92722481689,-0.0652211555558,0.0,5.83558580264,2.65577869719,0.0,-2.01283374308,-0.511358439868,-13.9240744613,-0.423331708969,28.8376400895,0.0,0.426981250076,900.144300097,899.646547383,899.644701712,-14.92931034482758,-1.0801282051281993,20
1.8000000000000012,-2.05544243856,-0.0764238456905,0.0,5.81013820217,4.38606742938,0.0,-1.79012048128,0.126719648253,-15.952331275,-0.425759982822,28.8389885334,0.0,0.917930394181,900.149771305,899.831072343,899.645255339,-14.98416666666666,-1.0801282051281993,21
1.8600000000000012,-2.10338261254,-0.0732408853554,0.0,5.78463506945,6.11639664826,0.0,-0.0249825083105,-0.217510740393,-16.0532488096,-0.423599178116,28.8385606883,0.0,1.00115394958,900.08482585,899.639861343,899.632827785,-15.035483870967735,-1.0801282051281993,22
1.9200000000000013,-2.11374238645,-0.110683285696,0.0,5.75916134487,1.56359682147,0.0,-0.778147333361,-0.969586995329,-15.4670932813,-0.426553119175,28.8415033487,0.0,0.559195862579,900.249583,899.913231737,899.696084766,-15.083593749999993,-1.0801282051281993,23
1.9800000000000013,-2.2151910772,-0.161085582377,0.0,5.73369476228,3.29404935757,0.0,-2.26629362209,-0.559776865652,-16.9509627282,-0.42053952934,28.8394995173,0.0,0.775832597588,900.100819129,899.891214454,900.046990032,-15.128787878787872,-1.0801282051281993,24
2.0400000000000014,-2.32517944999,-0.176230484611,0.0,5.70838768621,5.02422403679,0.0,-0.976488479658,-0.103671391268,-18.5129198967,-0.424389532512,28.8312674918,0.0,0.552420480446,899.70246662,900.256891166,900.014635322,-15.17132352941176,-1.0801282051281993,25
2.1000000000000014,-2.34120042008,-0.205139943593,0.0,5.68273242083,0.470791180808,0.0,0.0538730629003,-0.943946825113,-18.0986904082,-0.4348734319,28.8258822528,0.0,0.459642296076,899.581333286,900.370592562,899.847314784,-15.211428571428568,-1.0801282051281993,26
2.1600000000000015,-2.3777537158,-0.284185825164,0.0,5.65636650342,2.2003801774,0.0,-1.57070801138,-1.4586090845,-18.241413488,-0.450673580462,28.8273748475,0.0,0.317738667408,899.777113599,900.433675472,899.692957526,-15.249305555555553,-1.0801282051281993,27
2.2200000000000015,-2.50088669206,-0.352177994038,0.0,5.62927375361,3.93003059711,0.0,-2.12286125548,-0.765625973108,-20.1057382215,-0.453342735713,28.8271360156,0.0,0.475169556325,899.790011674,900.248440984,900.040601628,-15.285135135135134,-1.0801282051281993,28
2.2800000000000016,-2.57484105666,-0.392701148346,0.0,5.60204330769,5.65962122768,0.0,-0.275456010218,-0.893068366014,-20.9235021561,-0.454762701294,28.8255473541,0.0,0.165584427891,899.653190361,900.085111997,899.923226456,-15.319078947368421,-1.0801282051281993,29
2.3400000000000016,-2.57864372833,-0.48038210333,0.0,5.5747039811,1.10596470443,0.0,-0.259562581744,-2.03751525127,-20.5552998857,-0.457495756854,28.8253774055,0.0,0.245313217162,899.678710866,900.312713991,900.089791437,-15.351282051282052,-1.0801282051281993,30
