trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.1, 'e': 0.90064017238477}",25,2,-34.786004592378845,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
185,False,"{'a': 0.1, 'e': 0.939524893748256}",20,0,-56.284359027308675,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
186,False,"{'a': 0.1, 'e': 0.9690221929390499}",25,0,-247.32669853301542,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 5}",0
187,False,"{'a': 0.1, 'e': 0.9888373426941459}",25,0,-115.06154201749686,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
188,False,"{'a': 0.1, 'e': 0.9987723565872102}",25,0,-88.30739099669495,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
189,False,"{'a': 0.1, 'e': 0.9987279672435014}",30,0,-55.115770323170445,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
190,False,"{'a': 0.1, 'e': 0.9887046181866692}",20,0,-124.76836948902663,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
191,False,"{'a': 0.1, 'e': 0.9688024594072101}",20,0,-71.10316196635523,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
192,False,"{'a': 0.1, 'e': 0.9392203466968696}",25,19,3.9695242948405527,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.1, 'e': 0.9002538547473045}",30,0,-55.53856727769503,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
194,False,"{'a': 0.1, 'e': 0.8522923238654625}",25,0,-41.69781841548931,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
195,False,"{'a': 0.1, 'e': 0.7958149698139441}",30,8,-78.18126646689413,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
196,False,"{'a': 0.1, 'e': 0.7313860956454967}",20,0,-54.993843486372846,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.1, 'e': 0.6596494533734593}",25,6,-64.06641035683114,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
198,False,"{'a': 0.1, 'e': 0.5813218118144357}",30,19,-26.388192476710213,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.1, 'e': 0.4971857948712022}",20,0,-102.26154344402869,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
200,False,"{'a': 0.1, 'e': 0.408082061813392}",20,6,-18.417908417004575,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
201,False,"{'a': 0.1, 'e': 0.3149009076879342}",20,6,-2.366981681506032,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.1, 'e': 0.21857336778525918}",25,0,-40.13375435168989,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.1, 'e': 0.12006191504242673}",20,0,10.194244145642184,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.02035084333167943}",25,17,14.156929400556834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.07956356727854007}",20,7,27.85952185098056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.17868300502473455}",30,0,-21.436925167459975,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
207,False,"{'a': 0.1, 'e': 0.2760171012494705}",20,1,-58.71284658599027,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
208,False,"{'a': 0.1, 'e': 0.37059332583764143}",25,0,-40.095639256781595,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.1, 'e': 0.46146670441591253}",20,0,-87.08883785787658,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.1, 'e': 0.5477292602242684}",20,0,-49.91884117577301,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.1, 'e': 0.628519086319688}",20,2,-39.74856323437425,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.1, 'e': 0.7030289574653885}",30,0,-60.84464511452081,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
213,False,"{'a': 0.1, 'e': 0.7705143956585688}",20,0,-116.46519998874568,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
214,False,"{'a': 0.1, 'e': 0.8303011087085271}",25,0,-124.51219036406306,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
215,False,"{'a': 0.1, 'e': 0.8817917275413242}",35,0,-85.63729518721668,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
216,False,"{'a': 0.1, 'e': 0.9244717749141217}",20,0,-85.98262037788486,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
217,False,"{'a': 0.1, 'e': 0.9579148059017166}",20,0,-86.4941016932852,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
218,False,"{'a': 0.1, 'e': 0.9817866687932767}",25,2,-68.53117223394378,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
219,False,"{'a': 0.1, 'e': 0.9958488438257798}",25,0,-138.34822141697634,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
220,False,"{'a': 0.1, 'e': 0.9999608263946371}",20,12,-1.239314045319536,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.1, 'e': 0.9940815309292618}",20,0,-68.14018347049816,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
222,False,"{'a': 0.1, 'e': 0.9782697014065067}",25,16,-16.36690437422087,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.1, 'e': 0.9526833244002685}",25,0,-72.04082284110642,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
224,False,"{'a': 0.1, 'e': 0.9175780505318598}",25,0,-142.44286286787934,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
225,False,"{'a': 0.1, 'e': 0.8733046400935156}",25,0,-179.31860222725464,"{0: 16, 1: 2, 2: 1, 3: 3, 4: 3}",0
226,False,"{'a': 0.1, 'e': 0.820305458367489}",20,12,-35.005180855614825,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'a': 0.1, 'e': 0.7591100556583875}",25,0,-25.87809222839045,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.1, 'e': 0.6903298762015725}",20,0,-172.3612981477908,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
229,False,"{'a': 0.1, 'e': 0.614652148814467}",25,0,14.813273517919457,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
230,False,"{'a': 0.1, 'e': 0.5328330203333975}",20,1,-18.33381472407798,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.44569000044433316}",25,18,11.518174927426365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.3540937933963556}",30,8,-1.6288794710678056,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.2589595982126113}",25,0,-13.198210401826355,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
234,False,"{'a': 0.1, 'e': 0.16123796432418536}",25,20,6.72375396320113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.061905293994420546}",25,20,8.765050374957152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.03804591356977048}",35,23,21.297921015182222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.13761697894187933}",20,14,-41.90891791485568,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.1, 'e': 0.2358130209505226}",20,13,6.953001382180623,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.3316528972032528}",20,3,20.08383641931567,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.1, 'e': 0.424179007336997}",25,10,-23.769803533482055,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.5124668610443709}",20,0,-43.08390117351534,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
242,False,"{'a': 0.1, 'e': 0.5956343152752115}",20,0,-10.050422279654102,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.1, 'e': 0.6728503883183468}",20,0,-92.40491151954632,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",1
244,False,"{'a': 0.1, 'e': 0.7433435626961754}",25,6,-7.255033490628688,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.1, 'e': 0.8064094939122546}",25,0,-139.8421651117735,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
246,False,"{'a': 0.1, 'e': 0.8614180480287028}",20,0,2.7181138232495727,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
247,False,"{'a': 0.1, 'e': 0.9078195977561968}",25,0,-148.38553654744163,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
248,False,"{'a': 0.1, 'e': 0.9451505141481711}",25,6,-159.51397739059658,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 2}",1
249,False,"{'a': 0.1, 'e': 0.9730377990280002}",20,0,-136.80529182527897,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
250,False,"{'a': 0.1, 'e': 0.9912028118634736}",25,0,-191.2857003550156,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
251,False,"{'a': 0.1, 'e': 0.9994640538508954}",25,0,-98.67940915687925,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
252,False,"{'a': 0.1, 'e': 0.9977389813911302}",20,0,-96.60160906544333,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
253,False,"{'a': 0.1, 'e': 0.9860448308379632}",35,0,-186.79799395554843,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 4}",0
254,False,"{'a': 0.1, 'e': 0.9644984462781486}",20,0,-87.89723951930038,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
255,False,"{'a': 0.1, 'e': 0.933315112063922}",20,0,-54.74530869663723,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
256,False,"{'a': 0.1, 'e': 0.8928064017629097}",25,0,-108.21094091782469,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
257,False,"{'a': 0.1, 'e': 0.8433770650180411}",25,14,-32.892056746877095,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.1, 'e': 0.7855209834229068}",20,0,-98.04697251072628,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
259,False,"{'a': 0.1, 'e': 0.7198162358201232}",20,0,-91.085920665796,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.6469193223286404}",25,16,3.065890309476051,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.5675586048115439}",25,0,-59.89138582638127,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
262,False,"{'a': 0.1, 'e': 0.48252702932510166}",25,6,-33.26817785069706,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.1, 'e': 0.3926742032638758}",30,1,-18.071412448875876,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.1, 'e': 0.2988979063644682}",25,14,-5.325846891522894,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.20213512038718198}",25,6,-35.63572486055994,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
266,False,"{'a': 0.1, 'e': 0.10335266710397087}",20,0,32.56983971536125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.1, 'e': 0.003537548134906392}",20,10,20.55218968883179,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.09631291684576058}",30,15,-24.896606806582742,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.19520105499812576}",20,11,16.261457675237697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.2921388087338362}",25,17,15.416091757735042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.38615760806093263}",25,19,13.86132921126943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.4763180482150184}",20,0,-58.736728865901746,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
273,False,"{'a': 0.1, 'e': 0.5617192758811498}",25,0,-123.44012332651057,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
274,False,"{'a': 0.1, 'e': 0.6415079902223857}",20,4,-33.647406127679254,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.7148869687796651}",20,0,-86.33924088662008,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
276,False,"{'a': 0.1, 'e': 0.7811230330551143}",30,0,-181.58959508513632,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
277,False,"{'a': 0.1, 'e': 0.8395543741892222}",25,0,-63.84801865466865,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
278,False,"{'a': 0.1, 'e': 0.8895971655362084}",30,12,-85.18843354260972,"{0: 12, 1: 0, 2: 2, 3: 4, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.9307513960668851}",20,6,-55.205262693836566,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.1, 'e': 0.9626058663135666}",25,0,-83.35972696088989,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.1, 'e': 0.9848422969392384}",20,9,-41.70344278636049,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.1, 'e': 0.9972385088794741}",25,0,-71.94072375259859,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
283,False,"{'a': 0.1, 'e': 0.9996706432822098}",25,0,-117.40762503870792,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
284,False,"{'a': 0.1, 'e': 0.9921143990644502}",20,0,-138.7502113994557,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
285,False,"{'a': 0.1, 'e': 0.9746452757206577}",20,0,-162.18267251325085,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
286,False,"{'a': 0.1, 'e': 0.9474378189567576}",25,0,-181.67836491096668,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
287,False,"{'a': 0.1, 'e': 0.9107638766871459}",25,0,-6.289725923114095,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
288,False,"{'a': 0.1, 'e': 0.8649898828201886}",20,0,-79.15390725222743,"{0: 8, 1: 6, 2: 6, 3: 0, 4: 0}",0
289,False,"{'a': 0.1, 'e': 0.8105731959717306}",25,1,-82.8434963291081,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
290,False,"{'a': 0.1, 'e': 0.7480575296890004}",35,15,-69.0390627488533,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
291,False,"{'a': 0.1, 'e': 0.6780675198445586}",25,3,-68.88910024924417,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.6013024834811519}",20,0,-26.367849466618193,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
293,False,"{'a': 0.1, 'e': 0.5185294314669792}",25,8,-51.64220906203201,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
294,False,"{'a': 0.1, 'e': 0.43057540477662676}",25,0,-21.7288220458843,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.1, 'e': 0.3383192109710552}",25,10,-32.04502854619626,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.1, 'e': 0.24268264344292018}",30,4,-38.67503242361621,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.14462127116171977}",25,19,11.165481379839221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.04511489094451135}",20,3,32.45815548685365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.054842262350017955}",20,9,20.797187434711095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.15425144988758405}",25,17,14.901911470075262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.2521194079266271}",20,0,6.371362529835588,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
302,False,"{'a': 0.1, 'e': 0.34746827218126325}",20,0,-77.39644436285126,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
303,False,"{'a': 0.1, 'e': 0.43934534831800104}",25,0,-37.10199077869139,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
304,False,"{'a': 0.1, 'e': 0.5268326309626121}",20,6,6.293464147005306,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.6090559761063562}",20,0,-66.41252305899741,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.6851938352639869}",25,0,-11.995937614376297,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
307,False,"{'a': 0.1, 'e': 0.7544854641146285}",25,0,-95.02821205494138,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
308,False,"{'a': 0.1, 'e': 0.8162385236075703}",25,0,-147.349003369747,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
309,False,"{'a': 0.1, 'e': 0.8698359975852109}",25,0,-97.54652698704484,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
310,False,"{'a': 0.1, 'e': 0.9147423578045313}",20,0,-74.39605557557857,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
311,False,"{'a': 0.1, 'e': 0.9505089147582922}",20,0,-143.01987636424354,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
312,False,"{'a': 0.1, 'e': 0.9767783008322618}",25,0,-99.6143135316197,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
313,False,"{'a': 0.1, 'e': 0.9932880410042931}",30,22,0.7863490105892657,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.9998731754079828}",30,0,-176.67193587049337,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
315,False,"{'a': 0.1, 'e': 0.9964679075571249}",25,0,-198.87601976003114,"{0: 13, 1: 1, 2: 5, 3: 4, 4: 2}",0
316,False,"{'a': 0.1, 'e': 0.983106261762453}",20,0,-56.199690353618806,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
317,False,"{'a': 0.1, 'e': 0.9599217431719744}",20,0,7.6370531670008575,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
318,False,"{'a': 0.1, 'e': 0.9271460038316639}",30,0,-182.39811740550982,"{0: 14, 1: 5, 2: 8, 3: 1, 4: 2}",0
319,False,"{'a': 0.1, 'e': 0.8851065280947882}",20,0,-68.97682733682565,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
320,False,"{'a': 0.1, 'e': 0.8342233605065102}",30,0,-42.252307218176924,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
321,False,"{'a': 0.1, 'e': 0.7750049088576295}",25,0,-90.78238100655564,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
322,False,"{'a': 0.1, 'e': 0.7080428643420057}",25,0,-62.850344807832094,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
323,False,"{'a': 0.1, 'e': 0.63400628957373}",30,16,-27.24961466725346,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.5536349335346549}",25,6,-70.04606308104113,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
325,False,"{'a': 0.1, 'e': 0.4677318402470736}",20,0,-6.322541536506069,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.1, 'e': 0.37715532502333365}",20,5,-21.56613067126857,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.28281039846293554}",20,7,19.675891490043213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.18563972388578434}",30,23,11.203822297401995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.1, 'e': 0.08661419855190752}",20,6,26.25229511714725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.013276747223059479}",25,15,19.301256337054447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.1130350361284828}",30,15,15.142235228194542,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.2116639163173255}",30,8,-20.28964366701176,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.1, 'e': 0.3081779206211139}",30,9,7.762527184472916,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.4016127130121261}",25,3,-50.43561899023935,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
335,False,"{'a': 0.1, 'e': 0.49103472393024045}",25,0,-42.990523544811765,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.1, 'e': 0.5755504782013432}",30,0,-38.500756443090005,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
337,False,"{'a': 0.1, 'e': 0.6543155223459516}",20,0,-84.84370202144936,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
338,False,"{'a': 0.1, 'e': 0.7265428620792345}",25,0,-101.08742624814438,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.7915108256977569}",30,0,-184.3001759864774,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
340,False,"{'a': 0.1, 'e': 0.8485702747846052}",20,0,-50.87264955545674,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
341,False,"{'a': 0.1, 'e': 0.897151090185845}",25,0,-103.83071096930422,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
342,False,"{'a': 0.1, 'e': 0.9367678684526696}",20,0,-164.23713643181392,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
343,False,"{'a': 0.1, 'e': 0.9670247718322027}",30,0,-154.67523217777855,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
344,False,"{'a': 0.1, 'e': 0.9876194833474773}",25,0,-33.11280829438441,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
345,False,"{'a': 0.1, 'e': 0.9983462274487422}",25,0,-218.21156045297406,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
346,False,"{'a': 0.1, 'e': 0.9990978260547261}",30,0,-153.20869775939474,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
347,False,"{'a': 0.1, 'e': 0.9898667694406034}",25,0,-219.8746480893949,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
348,False,"{'a': 0.1, 'e': 0.9707452912726807}",20,0,-21.19527939739856,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.941924447040094}",25,0,-71.31807999583805,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
350,False,"{'a': 0.1, 'e': 0.9036922050915067}",20,10,-38.73710941091987,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.856430569350572}",20,10,-38.2782337164885,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.1, 'e': 0.8006117624589936}",20,14,-9.328709191768635,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.7367935074839876}",20,0,-48.528270320952046,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
354,False,"{'a': 0.1, 'e': 0.6656134553337595}",30,0,-32.175396402496446,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
355,False,"{'a': 0.1, 'e': 0.587782813560387}",25,0,-80.78151849907104,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
356,False,"{'a': 0.1, 'e': 0.5040792402090849}",30,19,-15.172221231918439,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.4153390737160569}",20,9,-5.758539581138349,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.32244897649130216}",25,13,-32.28966929012795,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
359,False,"{'a': 0.1, 'e': 0.22633707568091363}",25,6,33.40993531709292,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.12796368962740468}",20,0,-24.027127158313444,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
361,False,"{'a': 0.1, 'e': 0.02831173268631065}",25,8,28.246714528551788,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.07162310572917044}",25,5,28.08915904699425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.17084230974765666}",30,0,-31.919675900924183,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
364,False,"{'a': 0.1, 'e': 0.26835451388009673}",20,8,20.022126451674932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.36318540841606234}",20,0,-4.5151624506261285,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
366,False,"{'a': 0.1, 'e': 0.45438747440426913}",30,20,-34.19937504460909,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
367,False,"{'a': 0.1, 'e': 0.5410494509487578}",20,0,-67.25653188768207,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
